# kushinagar001 (Up to date)
# 504 data points written for 58 variables.
#
# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0,0,83.5,0,0,0,0,0,0,0,0,0,0,26.74,83.887,90,0,0,0,90,0,1.101e4,2935.3,2.617,0.09,9.791,NaN,115.771,NaN,0,0,0,0.419,0.273,0.026,0.12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.807,90,14.457,1003.457,0.001,340.06,0.005,2.096e5,21.6,366.435,0.01,0.004,0
0.01,0,83.5,0,0,0,0,0,0,0,0,0,0,26.74,83.887,90,0,0,0,90,0,1.101e4,2933.932,2.616,0.09,9.791,NaN,115.766,NaN,65.106,0.604,0,0.419,0.273,0.026,0.12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.807,90,14.457,1003.457,0.001,340.06,0.005,2.096e5,21.6,366.435,0.01,0.005,0
0.02,0,83.5,0.003,0.003,2.039,2.039,0,0,0,0,4.898e-5,0.029,26.74,83.887,89.892,0,0,0,90,0,1.101e4,2932.564,2.616,0.09,9.791,NaN,115.761,NaN,130.212,1.208,0,0.419,0.273,0.026,0.12,7e-9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.807,90,14.457,1003.457,0.001,340.06,0.005,2.095e5,21.6,366.435,0.01,0.005,4.427e-7
0.03,2.346e-4,83.5,0.053,0.053,7.956,7.956,-1.959e-6,0,1.959e-6,270,3.429e-4,0.029,26.74,83.887,88.308,0,0,0,90,0,1.101e4,2931.196,2.616,0.09,9.791,NaN,115.756,NaN,195.318,1.813,1.94e-6,0.419,0.273,0.026,0.12,2.666e-5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.807,90,14.457,1003.457,0.001,340.06,0.005,2.096e5,21.6,366.435,0.01,0.006,6.952e-6
0.04,0.001,83.501,0.163,0.163,13.875,13.875,-6.859e-6,0,6.859e-6,270,6.375e-4,0.03,26.74,83.887,84.858,0,0,0,90,0,1.1e4,2929.829,2.616,0.09,9.791,NaN,115.75,NaN,260.424,2.417,5.278e-5,0.419,0.272,0.026,0.12,7.206e-4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.807,90,14.457,1003.457,0.001,340.06,0.005,2.103e5,21.6,366.435,0.01,0.006,2.117e-5
0.05,0.004,83.504,0.331,0.331,19.795,19.795,-1.472e-5,0,1.472e-5,270,9.356e-4,0.03,26.74,83.887,79.617,0,0,0,90,0,1.1e4,2928.461,2.615,0.09,9.791,NaN,115.745,NaN,325.53,3.022,4.193e-4,0.418,0.272,0.026,0.12,0.006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.807,90,14.457,1003.456,0.001,340.06,0.005,2.129e5,21.6,366.435,0.01,0.007,4.31e-5
0.06,0.008,83.508,0.558,0.558,25.716,25.716,-2.559e-5,0,2.559e-5,270,0.001,0.031,26.74,83.887,72.666,0,0,0,90,0,1.1e4,2927.093,2.615,0.09,9.791,NaN,115.74,NaN,390.636,3.627,0.002,0.417,0.27,0.026,0.12,0.024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.79,90,14.457,1003.456,0.001,340.06,0.006,2.173e5,21.6,366.435,0.01,0.008,7.273e-5
0.07,0.015,83.515,0.845,0.845,31.639,31.639,-3.958e-5,0,3.958e-5,270,0.002,0.033,26.74,83.887,64.506,0,0,0,90,0,1.1e4,2925.725,2.615,0.09,9.791,NaN,115.735,NaN,455.743,4.232,0.006,0.414,0.267,0.026,0.12,0.068,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.774,90,14.457,1003.455,0.001,340.06,0.006,2.277e5,21.6,366.435,0.009,0.008,1.101e-4
# Event LIFTOFF occurred at t=0.079 seconds
0.079,0.024,83.524,1.154,1.154,36.97,36.97,-5.502e-5,0,5.502e-5,270,0.002,0,26.74,83.887,56.711,0,0,0,90,0,1.1e4,2924.494,2.615,0.09,9.791,NaN,115.73,NaN,514.338,4.776,0.013,0.41,0.263,0.026,0.12,0.133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.759,90,14.457,1003.454,0.001,340.06,0.006,2.438e5,21.6,366.435,0.01,0.009,1.503e-4
0.089,0.037,83.537,1.526,1.526,37.433,37.433,-7.378e-5,0,7.378e-5,270,0.002,0,26.74,83.887,48.767,0,0,0,90,0,1.1e4,2921.546,2.614,0.09,9.791,NaN,115.719,NaN,519.302,4.824,0.026,0.404,0.257,0.026,0.12,0.218,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.743,90,14.457,1003.452,0.001,340.06,0.007,2.684e5,21.6,366.435,0.01,0.01,1.987e-4
0.099,0.055,83.555,1.903,1.903,37.896,37.896,-9.253e-5,0,9.253e-5,270,0.002,0,26.74,83.887,42.192,0,0,0,90,0,1.099e4,2918.597,2.613,0.09,9.791,NaN,115.708,NaN,524.267,4.871,0.043,0.398,0.251,0.026,0.12,0.296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.727,90,14.457,1003.45,0.001,340.06,0.008,2.977e5,21.6,366.435,0.01,0.01,2.478e-4
0.109,0.075,83.575,2.284,2.284,38.358,38.358,-1.113e-4,0,1.113e-4,270,0.002,0,26.74,83.887,37.352,0,0,0,90,0,1.099e4,2915.649,2.613,0.09,9.791,NaN,115.696,NaN,529.231,4.918,0.064,0.392,0.245,0.026,0.12,0.351,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.745,90,14.457,1003.448,0.001,340.06,0.008,3.331e5,21.6,366.435,0.01,0.011,2.975e-4
0.119,0.1,83.6,2.67,2.67,38.821,38.821,-1.3e-4,0,1.3e-4,270,0.002,0,26.74,83.887,33.475,0,0,0,90,0,1.099e4,2912.701,2.612,0.09,9.791,NaN,115.685,NaN,534.195,4.966,0.089,0.386,0.239,0.026,0.12,0.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.767,90,14.457,1003.445,0.001,340.06,0.009,3.711e5,21.6,366.435,0.01,0.011,3.477e-4
0.129,0.129,83.629,3.06,3.06,39.283,39.283,-1.488e-4,0,1.488e-4,270,0.002,0,26.74,83.887,30.291,0,0,0,90,0,1.098e4,2909.752,2.612,0.09,9.791,NaN,115.674,NaN,539.16,5.013,0.117,0.38,0.234,0.026,0.12,0.418,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.79,90,14.456,1003.442,0.001,340.059,0.01,4.109e5,21.6,366.435,0.01,0.011,3.986e-4
0.139,0.161,83.661,3.455,3.455,39.746,39.746,-1.676e-4,0,1.676e-4,270,0.002,0,26.74,83.887,27.645,0,0,0,90,0,1.098e4,2906.804,2.611,0.09,9.791,NaN,115.663,NaN,544.124,5.061,0.148,0.376,0.229,0.026,0.12,0.438,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.812,90,14.456,1003.438,0.001,340.059,0.011,4.523e5,21.6,366.435,0.01,0.012,4.501e-4
0.149,0.198,83.698,3.855,3.855,40.208,40.208,-1.863e-4,0,1.863e-4,270,0.002,0,26.74,83.887,25.42,0,0,0,90,0,1.098e4,2903.856,2.611,0.09,9.791,NaN,115.651,NaN,549.088,5.109,0.183,0.371,0.225,0.026,0.12,0.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.834,90,14.456,1003.434,0.001,340.059,0.013,4.949e5,21.6,366.435,0.01,0.012,5.021e-4
0.159,0.239,83.739,4.26,4.26,40.67,40.67,-2.051e-4,0,2.051e-4,270,0.002,0,26.74,83.887,23.214,0,0,0,90,0,1.098e4,2900.908,2.61,0.09,9.791,NaN,115.64,NaN,554.053,5.156,0.22,0.367,0.221,0.026,0.12,0.459,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.829,90,14.456,1003.429,0.001,340.059,0.014,5.374e5,21.6,366.435,0.01,0.013,5.548e-4
0.169,0.283,83.783,4.669,4.669,41.133,41.133,-2.238e-4,0,2.238e-4,270,0.002,0,26.74,83.887,21.281,0,0,0,90,0,1.097e4,2897.959,2.61,0.09,9.791,NaN,115.629,NaN,559.017,5.204,0.261,0.366,0.22,0.026,0.12,0.467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.82,90,14.455,1003.424,0.001,340.059,0.015,5.809e5,21.6,366.435,0.01,0.013,6.081e-4
0.179,0.332,83.832,5.082,5.082,41.595,41.595,-2.426e-4,0,2.426e-4,270,0.002,0,26.74,83.887,19.603,0,0,0,90,0,1.097e4,2895.011,2.609,0.09,9.791,NaN,115.618,NaN,563.981,5.251,0.306,0.366,0.22,0.026,0.12,0.472,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.812,90,14.455,1003.418,0.001,340.059,0.016,6.255e5,21.6,366.435,0.01,0.014,6.619e-4
0.189,0.385,83.885,5.5,5.5,42.057,42.057,-2.613e-4,0,2.613e-4,270,0.002,0,26.74,83.887,18.135,0,0,0,90,0,1.097e4,2892.063,2.609,0.09,9.791,NaN,115.606,NaN,568.946,5.299,0.354,0.366,0.22,0.026,0.12,0.475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.803,90,14.455,1003.412,0.001,340.058,0.017,6.711e5,21.6,366.435,0.01,0.015,7.164e-4
0.199,0.442,83.942,5.923,5.923,42.519,42.519,-2.801e-4,0,2.801e-4,270,0.002,0,26.74,83.887,16.842,0,0,0,90,0,1.096e4,2889.114,2.608,0.09,9.791,NaN,115.595,NaN,573.91,5.347,0.406,0.366,0.22,0.026,0.12,0.476,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.795,90,14.454,1003.405,0.001,340.058,0.018,7.175e5,21.6,366.435,0.01,0.015,7.715e-4
0.209,0.503,84.003,6.351,6.351,42.981,42.981,-2.988e-4,0,2.988e-4,270,0.002,0,26.74,83.887,15.67,0,0,0,90,0,1.096e4,2886.166,2.608,0.09,9.791,NaN,115.584,NaN,578.875,5.394,0.459,0.366,0.22,0.026,0.12,0.474,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.783,90,14.454,1003.398,0.001,340.058,0.019,7.648e5,21.6,366.435,0.01,0.016,8.272e-4
0.219,0.569,84.069,6.783,6.783,43.443,43.443,-3.176e-4,0,3.176e-4,270,0.002,0,26.74,83.887,14.623,0,0,0,90,0,1.096e4,2883.218,2.607,0.09,9.791,NaN,115.573,NaN,583.839,5.442,0.514,0.366,0.22,0.026,0.12,0.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.772,90,14.454,1003.39,0.001,340.058,0.021,8.128e5,21.6,366.435,0.01,0.016,8.835e-4
0.229,0.639,84.139,7.22,7.22,43.905,43.905,-3.364e-4,0,3.364e-4,270,0.002,0,26.74,83.887,13.685,0,0,0,90,0,1.095e4,2880.27,2.606,0.09,9.791,NaN,115.561,NaN,588.803,5.49,0.571,0.366,0.22,0.026,0.12,0.465,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.76,90,14.453,1003.382,0.001,340.057,0.022,8.615e5,21.6,366.435,0.011,0.017,9.403e-4
0.24,0.721,84.221,7.705,7.705,44.414,44.414,-3.57e-4,0,3.57e-4,270,0.002,0,26.74,83.887,12.76,0,0,0,90,0,1.095e4,2877.026,2.606,0.09,9.791,NaN,115.549,NaN,594.264,5.542,0.637,0.366,0.22,0.026,0.12,0.459,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.747,90,14.453,1003.372,0.001,340.057,0.023,9.16e5,21.6,366.435,0.01,0.017,0.001
0.25,0.8,84.3,8.15,8.15,44.564,44.564,-3.757e-4,0,3.757e-4,270,0.002,0,26.74,83.887,12.005,0,0,0,90,0,1.095e4,2873.8,2.605,0.09,9.791,NaN,115.536,NaN,595.791,5.558,0.7,0.366,0.22,0.026,0.12,0.453,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.735,90,14.452,1003.363,0.001,340.057,0.025,9.661e5,21.6,366.435,0.01,0.018,0.001
0.26,0.884,84.384,8.597,8.597,44.713,44.713,-3.945e-4,0,3.945e-4,270,0.002,0,26.74,83.887,11.4,0,0,0,90,0,1.095e4,2870.574,2.605,0.09,9.791,NaN,115.524,NaN,597.318,5.574,0.767,0.366,0.22,0.026,0.12,0.448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.735,90,14.452,1003.353,0.001,340.057,0.026,1.017e6,21.6,366.435,0.01,0.018,0.001
0.27,0.972,84.472,9.045,9.045,44.862,44.862,-4.133e-4,0,4.133e-4,270,0.002,0,26.74,83.887,10.851,0,0,0,90,0,1.094e4,2867.348,2.604,0.09,9.791,NaN,115.512,NaN,598.845,5.59,0.837,0.366,0.22,0.026,0.12,0.443,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.736,90,14.451,1003.343,0.001,340.056,0.027,1.068e6,21.6,366.435,0.01,0.019,0.001
0.28,1.065,84.565,9.494,9.494,45.011,45.011,-4.32e-4,0,4.32e-4,270,0.002,0,26.74,83.887,10.35,0,0,0,90,0,1.094e4,2864.122,2.603,0.09,9.791,NaN,115.499,NaN,600.372,5.606,0.909,0.366,0.22,0.026,0.12,0.439,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.736,90,14.45,1003.332,0.001,340.056,0.028,1.119e6,21.6,366.435,0.01,0.019,0.001
0.29,1.162,84.662,9.945,9.945,45.16,45.16,-4.508e-4,0,4.508e-4,270,0.002,0,26.74,83.887,9.892,0,0,0,90,0,1.094e4,2860.895,2.603,0.09,9.791,NaN,115.487,NaN,601.899,5.622,0.985,0.366,0.22,0.026,0.12,0.434,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.736,90,14.45,1003.321,0.001,340.055,0.03,1.17e6,21.6,366.435,0.01,0.02,0.001
0.3,1.264,84.764,10.397,10.397,45.309,45.309,-4.695e-4,0,4.695e-4,270,0.002,0,26.74,83.887,9.471,0,0,0,90,0,1.093e4,2857.669,2.602,0.09,9.791,NaN,115.474,NaN,603.426,5.638,1.064,0.366,0.22,0.026,0.12,0.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.736,90,14.449,1003.309,0.001,340.055,0.031,1.222e6,21.6,366.435,0.01,0.02,0.001
0.31,1.37,84.87,10.851,10.851,45.457,45.457,-4.883e-4,0,4.883e-4,270,0.002,0,26.74,83.887,9.097,0,0,0,90,0,1.093e4,2854.443,2.602,0.09,9.791,NaN,115.462,NaN,604.953,5.654,1.147,0.366,0.22,0.026,0.12,0.427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.739,90,14.448,1003.296,0.001,340.055,0.032,1.274e6,21.6,366.435,0.01,0.021,0.001
0.32,1.481,84.981,11.306,11.306,45.605,45.605,-5.07e-4,0,5.07e-4,270,0.002,0,26.74,83.887,8.752,0,0,0,90,0,1.093e4,2851.217,2.601,0.09,9.791,NaN,115.45,NaN,606.48,5.67,1.234,0.366,0.22,0.026,0.12,0.423,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.742,90,14.448,1003.283,0.001,340.054,0.034,1.326e6,21.6,366.435,0.01,0.021,0.001
0.33,1.596,85.096,11.763,11.763,45.753,45.753,-5.258e-4,0,5.258e-4,270,0.002,0,26.74,83.887,8.431,0,0,0,90,0,1.092e4,2847.99,2.6,0.09,9.791,NaN,115.437,NaN,608.007,5.686,1.323,0.366,0.22,0.026,0.12,0.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.745,90,14.447,1003.27,0.001,340.054,0.035,1.379e6,21.6,366.435,0.01,0.022,0.002
0.34,1.716,85.216,12.221,12.221,45.901,45.901,-5.445e-4,0,5.445e-4,270,0.002,0,26.74,83.887,8.133,0,0,0,90,0,1.092e4,2844.764,2.6,0.09,9.791,NaN,115.425,NaN,609.534,5.702,1.416,0.366,0.22,0.026,0.12,0.417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.749,90,14.446,1003.256,0.001,340.053,0.036,1.431e6,21.6,366.435,0.01,0.023,0.002
0.35,1.841,85.341,12.681,12.681,46.049,46.049,-5.633e-4,0,5.633e-4,270,0.002,0,26.74,83.887,7.856,0,0,0,90,0,1.092e4,2841.538,2.599,0.09,9.791,NaN,115.412,NaN,611.061,5.718,1.513,0.366,0.22,0.026,0.12,0.415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.752,90,14.445,1003.241,0.001,340.053,0.038,1.484e6,21.6,366.435,0.01,0.023,0.002
0.36,1.97,85.47,13.142,13.142,46.196,46.196,-5.821e-4,0,5.821e-4,270,0.002,0,26.74,83.887,7.635,0,0,0,90,0,1.091e4,2838.312,2.599,0.09,9.791,NaN,115.4,NaN,612.588,5.734,1.615,0.366,0.22,0.026,0.12,0.413,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.764,90,14.444,1003.226,0.001,340.052,0.039,1.537e6,21.6,366.435,0.01,0.024,0.002
0.37,2.104,85.604,13.605,13.605,46.343,46.343,-6.008e-4,0,6.008e-4,270,0.002,0,26.74,83.887,7.428,0,0,0,90,0,1.091e4,2835.085,2.598,0.09,9.791,NaN,115.387,NaN,614.115,5.75,1.721,0.366,0.22,0.026,0.12,0.411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.776,90,14.444,1003.21,0.001,340.052,0.04,1.591e6,21.6,366.435,0.01,0.024,0.002
0.38,2.242,85.742,14.069,14.069,46.489,46.489,-6.196e-4,0,6.196e-4,270,0.002,0,26.74,83.887,7.234,0,0,0,90,0,1.091e4,2831.859,2.597,0.09,9.791,NaN,115.375,NaN,615.642,5.766,1.831,0.366,0.22,0.026,0.12,0.409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.788,90,14.443,1003.194,0.001,340.051,0.042,1.644e6,21.6,366.435,0.01,0.025,0.002
0.39,2.385,85.885,14.535,14.535,46.635,46.635,-6.383e-4,0,6.383e-4,270,0.002,0,26.74,83.887,7.051,0,0,0,90,0,1.09e4,2828.633,2.597,0.09,9.791,NaN,115.362,NaN,617.169,5.782,1.944,0.366,0.22,0.026,0.12,0.407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8,90,14.442,1003.177,0.001,340.051,0.043,1.698e6,21.6,366.435,0.011,0.025,0.002
0.401,2.548,86.048,15.049,15.049,46.796,46.796,-6.59e-4,0,6.59e-4,270,0.002,0,26.74,83.887,6.859,0,0,0,90,0,1.09e4,2825.084,2.596,0.09,9.791,NaN,115.349,NaN,618.849,5.799,2.073,0.366,0.22,0.026,0.12,0.405,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.812,90,14.441,1003.158,0.001,340.05,0.045,1.757e6,21.6,366.435,0.01,0.026,0.002
0.411,2.701,86.201,15.517,15.517,46.932,46.932,-6.777e-4,0,6.777e-4,270,0.002,0,26.74,83.887,6.668,0,0,0,90,0,1.09e4,2821.732,2.596,0.09,9.791,NaN,115.336,NaN,620.257,5.814,2.193,0.366,0.22,0.026,0.12,0.404,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.816,90,14.44,1003.14,0.001,340.049,0.046,1.811e6,21.6,366.435,0.01,0.026,0.002
0.421,2.858,86.358,15.987,15.987,47.067,47.067,-6.965e-4,0,6.965e-4,270,0.002,0,26.74,83.887,6.487,0,0,0,90,0,1.089e4,2818.38,2.595,0.09,9.791,NaN,115.323,NaN,621.665,5.829,2.317,0.366,0.219,0.026,0.12,0.402,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.82,90,14.439,1003.122,0.001,340.049,0.047,1.865e6,21.6,366.435,0.01,0.027,0.002
# Event LAUNCHROD occurred at t=0.431 seconds
0.431,3.02,86.52,16.459,16.459,47.202,47.206,-7.152e-4,0,7.152e-4,270,0.002,0.604,26.74,83.887,6.316,0,0,0,90,0,1.089e4,2815.027,2.594,0.09,9.791,120.543,115.31,0.242,623.073,5.844,2.444,0.366,0.219,0.026,0.12,0.4,1.074,0.26,-1.18e-4,0,0,0,0,0,1.824,90,14.438,1003.103,0.001,340.048,0.049,1.92e6,21.6,366.435,0.015,0.027,0.002
0.446,3.272,86.772,17.168,17.168,47.404,47.409,-8.121e-4,0,8.121e-4,270,0.011,0.625,26.74,83.887,6.044,0,0.117,-1.636e-5,89.999,89.979,1.088e4,2809.999,2.593,0.09,9.791,120.659,115.29,0.249,625.185,5.867,2.641,0.366,0.219,0.026,0.12,0.398,1.023,0.254,-4.838e-4,0,0,0,0,5.627e-6,1.829,90,14.436,1003.073,0.001,340.047,0.051,2.001e6,21.6,366.435,0.023,0.028,0.002
0.469,3.671,87.171,18.238,18.238,47.705,47.71,-0.001,0,0.001,270,0.026,0.689,26.74,83.887,5.953,0,0.309,-3.988e-5,89.994,89.993,1.088e4,2802.456,2.592,0.09,9.791,120.699,115.261,0.252,628.353,5.9,2.974,0.366,0.219,0.026,0.12,0.397,1.006,0.254,-3.419e-4,0,0,0,0,3.47e-5,1.929,90,14.433,1003.026,0.001,340.046,0.054,2.126e6,21.6,366.435,0.034,0.028,0.002
0.502,4.314,87.814,19.856,19.856,48.152,48.159,-0.003,0,0.003,270,0.051,0.786,26.74,83.887,5.847,0,0.642,2.153e-4,89.978,90.008,1.087e4,2791.142,2.59,0.09,9.791,120.746,115.217,0.256,633.105,5.951,3.516,0.366,0.219,0.026,0.12,0.396,0.987,0.252,-3.087e-4,0,0,0,0,1.268e-4,2.092,90,14.429,1002.951,0.001,340.043,0.059,2.314e6,21.6,366.435,0.05,0.029,0.003
0.552,5.367,88.867,22.28,22.28,48.818,48.824,-0.006,-2.734e-8,0.006,270,0.089,0.742,26.74,83.887,4.758,0,1.206,-2.496e-4,89.933,90.004,1.085e4,2774.381,2.587,0.09,9.791,121.23,115.151,0.281,640.144,6.027,4.312,0.366,0.219,0.026,0.121,0.387,0.788,0.222,3.568e-4,0,0,0,0,3.558e-4,1.97,90,14.422,1002.827,0.001,340.039,0.066,2.591e6,21.6,366.435,0.011,0.029,0.003
0.563,5.609,89.109,22.806,22.806,48.96,48.966,-0.007,-3.594e-8,0.007,270,0.097,0.726,26.74,83.887,4.547,0,1.333,-1.959e-4,89.919,90.002,1.085e4,2770.777,2.586,0.09,9.791,121.327,115.137,0.287,641.658,6.043,4.496,0.366,0.219,0.026,0.121,0.386,0.75,0.214,1.951e-4,0,0,0,0,4.155e-4,1.943,90,14.421,1002.799,0.001,340.038,0.067,2.652e6,21.6,366.435,0.016,0.03,0.003
0.579,5.983,89.483,23.597,23.597,49.182,49.187,-0.009,-5.068e-8,0.009,270,0.109,0.697,26.74,83.887,4.243,0,1.529,-1.309e-4,89.896,90,1.084e4,2765.174,2.585,0.09,9.791,121.467,115.115,0.294,644.016,6.068,4.782,0.367,0.219,0.026,0.121,0.384,0.697,0.204,-2.568e-4,0,0,0,0,5.104e-4,1.902,90,14.418,1002.755,0.001,340.036,0.07,2.743e6,21.6,366.435,0.024,0.03,0.003
0.603,6.568,90.068,24.791,24.791,49.513,49.517,-0.012,-7.592e-8,0.012,270,0.125,0.648,26.74,83.887,3.842,0,1.827,3.377e-4,89.855,90,1.083e4,2756.768,2.583,0.09,9.791,121.655,115.082,0.304,647.553,6.106,5.235,0.367,0.219,0.026,0.121,0.381,0.626,0.19,-3.837e-4,0,0,0,0,6.612e-4,1.853,90,14.415,1002.686,0.001,340.034,0.073,2.88e6,21.6,366.435,0.036,0.03,0.003
0.64,7.501,91.001,26.596,26.596,50.004,50.007,-0.016,-1.284e-7,0.016,270,0.148,0.608,26.74,83.887,3.519,0,2.299,-1.005e-4,89.78,90.003,1.082e4,2744.16,2.581,0.09,9.791,121.81,115.033,0.314,652.859,6.164,5.99,0.367,0.219,0.027,0.121,0.379,0.57,0.178,-1.47e-4,0,0,0,0,9.103e-4,1.885,90,14.408,1002.577,0.001,340.03,0.078,3.089e6,21.6,366.435,0.05,0.031,0.003
0.69,8.893,92.393,29.113,29.113,50.675,50.677,-0.025,-2.48e-7,0.025,269.999,0.175,0.445,26.74,83.887,2.892,0,2.987,6.936e-4,89.648,90.005,1.08e4,2726.784,2.578,0.09,9.791,122.115,114.965,0.331,660.172,6.243,7.102,0.367,0.219,0.027,0.121,0.375,0.464,0.152,1.518e-4,0,0,0,0,0.001,1.824,90,14.399,1002.414,0.001,340.025,0.086,3.379e6,21.6,366.435,0.033,0.032,0.004
0.723,9.894,93.394,30.813,30.814,51.118,51.119,-0.031,-3.92e-7,0.031,269.999,0.187,0.32,26.74,83.887,2.569,0,3.451,3.297e-4,89.541,90.006,1.079e4,2715.175,2.576,0.09,9.791,122.276,114.919,0.341,665.057,6.296,7.918,0.367,0.219,0.027,0.121,0.374,0.41,0.138,-1.206e-4,0,0,0,0,0.002,1.817,90,14.393,1002.296,0.001,340.021,0.091,3.575e6,21.6,366.435,0.05,0.033,0.004
0.773,11.499,94.999,33.384,33.385,51.714,51.714,-0.04,-7.763e-7,0.04,269.999,0.198,0.114,26.74,83.887,2.207,0,4.164,0.001,89.351,90.008,1.077e4,2697.203,2.572,0.09,9.79,122.46,114.848,0.352,671.713,6.369,9.253,0.367,0.219,0.027,0.121,0.372,0.35,0.121,-2.121e-5,0,0,0,0,0.002,1.864,90,14.383,1002.108,0.001,340.015,0.098,3.872e6,21.6,366.435,0.05,0.034,0.004
0.823,13.233,96.733,35.984,35.985,52.299,52.299,-0.05,-1.486e-6,0.05,269.998,0.198,0.117,26.74,83.887,1.955,0,4.902,0.002,89.124,90.011,1.075e4,2679.231,2.569,0.09,9.79,122.591,114.776,0.362,678.368,6.443,10.725,0.367,0.219,0.027,0.121,0.371,0.308,0.11,1.562e-4,0,0,0,0,0.002,1.978,90,14.371,1001.905,0.001,340.008,0.106,4.173e6,21.6,366.435,0.05,0.035,0.005
0.873,15.098,98.598,38.614,38.614,52.873,52.875,-0.06,-2.821e-6,0.06,269.997,0.185,0.435,26.74,83.887,1.663,0,5.676,0.003,88.86,90.014,1.074e4,2661.259,2.565,0.09,9.79,122.745,114.705,0.372,685.024,6.517,12.319,0.368,0.219,0.027,0.122,0.371,0.261,0.094,-2.428e-5,0,0,0,0,0.003,2.076,90,14.359,1001.686,0.001,340.001,0.114,4.477e6,21.6,366.435,0.011,0.036,0.005
